"BKFSTOTAL",10/20/2013
"038C88807","024061103","AXL","L","Z93VFH2TD","20121112","ECUT",1300,19.080000,24804.00,10.03,13037.44,19.080000,24804.00,10.03,13037.44,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",13037.44,13037.44,"n/a",,,,,,"","","US0240611030",24804.00,24804.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z936WLC4P","20120712","STEA",400,19.080000,7632.00,9.67,3866.44,19.080000,7632.00,9.67,3866.44,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",3866.44,3866.44,"n/a",,,,,,"","","US0240611030",7632.00,7632.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z935ZX75Y","20120724","INST",900,19.080000,17172.00,9.56,8599.68,19.080000,17172.00,9.56,8599.68,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",8599.68,8599.68,"n/a",,,,,,"","","US0240611030",17172.00,17172.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z93T6RT8B","20121114","STEA",1500,19.080000,28620.00,9.80,14693.10,19.080000,28620.00,9.80,14693.10,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",14693.10,14693.10,"n/a",,,,,,"","","US0240611030",28620.00,28620.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z92YBDZWD","20130827","ECUT",800,19.080000,15264.00,19.02,15213.92,19.080000,15264.00,19.02,15213.92,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",15213.92,15213.92,"n/a",,,,,,"","","US0240611030",15264.00,15264.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z925LLGHM","20130628","ECUT",5200,19.080000,99216.00,18.93,98410.00,19.080000,99216.00,18.93,98410.00,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",98410.00,98410.00,"n/a",,,,,,"","","US0240611030",99216.00,99216.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z93RS2CP7","20121213","SALI",1355,19.080000,25853.40,10.22,13849.05,19.080000,25853.40,10.22,13849.05,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",13849.05,13849.05,"n/a",,,,,,"","","US0240611030",25853.40,25853.40,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z92TXNR2G","20131002","SALI",900,19.080000,17172.00,19.52,17566.11,19.080000,17172.00,19.52,17566.11,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",17566.11,17566.11,"n/a",,,,,,"","","US0240611030",17172.00,17172.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z92XQCJ6G","20130903","ECUT",1200,19.080000,22896.00,20.04,24047.88,19.080000,22896.00,20.04,24047.88,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",24047.88,24047.88,"n/a",,,,,,"","","US0240611030",22896.00,22896.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z92TSTJKN","20131003","BSST",900,19.080000,17172.00,18.75,16874.19,19.080000,17172.00,18.75,16874.19,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",16874.19,16874.19,"n/a",,,,,,"","","US0240611030",17172.00,17172.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z92S87H3Z","20131009","ECUT",1070,19.080000,20415.60,18.25,19525.47,19.080000,20415.60,18.25,19525.47,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",19525.47,19525.47,"n/a",,,,,,"","","US0240611030",20415.60,20415.60,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z93VMXB35","20121108","SALI",1400,19.080000,26712.00,10.11,14160.72,19.080000,26712.00,10.11,14160.72,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",14160.72,14160.72,"n/a",,,,,,"","","US0240611030",26712.00,26712.00,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","024061103","AXL","L","Z92T3TSQQ","20131001","ECUT",190,19.080000,3625.20,19.65,3733.50,19.080000,3625.20,19.65,3733.50,"USD","USA","2382416","AMERICAN AXLE & MFG HLDGS INC COM STK","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",3733.50,3733.50,"n/a",,,,,,"","","US0240611030",3625.20,3625.20,0,"Cash Equity","1",,"20131018","AXL.N"
"038C88807","025816109","AXP","L","Z925LLGHL","20130628","ECUT",1700,80.520000,136884.00,75.12,127704.00,80.520000,136884.00,75.12,127704.00,"USD","USA","2026082","AMERICAN EXPRESS CO","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",127704.00,127704.00,"n/a",,,,,,"","","US0258161092",136884.00,136884.00,0,"Cash Equity","1",,"20131018","AXP.N"
"038C88807","025816109","AXP","L","Z92S87ML3","20131009","ECUT",210,80.520000,16909.20,72.34,15190.35,80.520000,16909.20,72.34,15190.35,"USD","USA","2026082","AMERICAN EXPRESS CO","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",15190.35,15190.35,"n/a",,,,,,"","","US0258161092",16909.20,16909.20,0,"Cash Equity","1",,"20131018","AXP.N"
"038C88807","025816109","AXP","L","Z93T3MTG4","20121115","STFL",300,80.520000,24156.00,53.76,16128.24,80.520000,24156.00,53.76,16128.24,"USD","USA","2026082","AMERICAN EXPRESS CO","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",16128.24,16128.24,"n/a",,,,,,"","","US0258161092",24156.00,24156.00,0,"Cash Equity","1",,"20131018","AXP.N"
"038C88807","025816109","AXP","L","Z936DCC3J","20120719","ECUT",300,80.520000,24156.00,55.84,16752.42,80.520000,24156.00,55.84,16752.42,"USD","USA","2026082","AMERICAN EXPRESS CO","Common Stock",1.0000000,"M","n/a","MSCO","","n/a",16752.42,16752.42,"n/a",,,,,,"","","US0258161092",24156.00,24156.00,0,"Cash Equity","1",,"20131018","AXP.N"
